date,id_bike,trip_time,distance,max_speed,velocity,odo,ride_time
2022-02-20,1,1.035,22.84,52.4,22.0676328502415,5503.37,299.2
2022-02-23,2,2.74194444444444,50.02,52,18.2425286191875,2216.95,121.749166666667
2022-02-25,2,0.739166666666667,14.64,52.3,19.8060879368658,2231.59,122.488333333333
2022-03-01,2,1.90861111111111,31.36,43.2,16.4307960995488,2262.95,124.396944444444
2022-03-02,2,1.56777777777778,25.77,46,16.4372785258682,2288.72,125.964722222222
2022-03-07,2,1.51527777777778,27.44,54.9,18.1088909257562,2316.16,127.48
2022-03-09,2,0.903888888888889,15.16,46.4,16.7719729563614,2331.32,128.383888888889
2022-03-14,2,1.18166666666667,23.33,45,19.7433004231311,2354.65,129.565555555556
2022-03-16,2,1.545,26.4,42.8,17.0873786407767,2381.05,131.110555555555
2022-03-23,2,1.26111111111111,24.26,51.2,19.2370044052864,2405.31,132.371666666667
2022-03-25,2,1.2125,23.92,51.2,19.7278350515464,2429.23,133.584166666667
2022-03-29,2,1.34333333333333,24.96,48.5,18.5806451612904,2454.19,134.9275
2022-03-30,2,0.821666666666667,14.72,49.5,17.9148073022312,2468.91,135.749166666667
2022-04-06,1,1.05472222222222,23.01,57.3,21.8161706610482,5526.38,300.254722222222
2022-04-10,2,1.52305555555556,28.85,51.7,18.9421849352544,2497.76,137.272222222222
2022-04-11,1,0.424166666666667,6.62,40.8,15.607072691552,5533.0,300.678888888889
2022-04-12,1,1.63833333333333,41.54,56.4,25.35503560529,5574.54,302.317222222222
2022-04-13,1,0.793611111111111,20.42,58.2,25.7304865243262,5594.96,303.110833333333
2022-04-20,1,1.28138888888889,24.7,42.6,19.2759592456102,5619.66,304.392222222222
2022-04-27,2,1.60111111111111,27.92,49.5,17.4378903539209,2525.68,138.873333333333
2022-04-29,2,0.698333333333333,14.47,46.8,20.7207637231504,2540.15,139.571666666667
2022-05-04,2,0.710555555555556,14.6,41.1,20.5473025801407,2554.75,140.282222222222
2022-05-05,2,0.9475,15.97,46.3,16.8548812664908,2570.72,141.229722222222
2022-05-06,2,0.842777777777778,15.55,39.1,18.4508899143045,2586.27,142.0725
2022-05-10,2,1.685,34.13,50.4,20.2551928783383,2620.4,143.7575
2022-05-11,2,2.16833333333333,40.21,49.1,18.5441967717141,2660.61,145.925833333333
2022-05-20,2,1.35944444444444,28.09,43.4,20.6628524724153,2688.7,147.285277777778
2022-05-25,2,1.305,22.5,41.5,17.2413793103448,2711.2,148.590277777778
2022-06-08,1,1.20888888888889,28.55,57.7,23.6167279411764,5648.21,305.601111111111
2022-06-15,2,0.79,13.58,45.7,17.1898734177215,2724.78,149.380277777778
2022-06-22,2,0.786944444444444,13.77,45.7,17.4980585951288,2738.55,150.167222222222
2022-06-23,2,1.40305555555556,27.42,53.1,19.5430607800435,2765.97,151.570277777778
2022-06-24,2,1.32611111111111,22.9,56.9,17.2685379136992,2788.87,152.896388888889
2022-06-28,1,1.71361111111111,31.81,52.6,18.5631382720052,5680.02,307.314722222222
2022-06-29,1,0.799166666666667,17.02,43,21.2971845672575,5697.04,308.113888888889
2022-07-02,2,1.1675,22.23,55.4,19.0406852248394,2811.1,154.063888888889
2022-07-05,2,1.7275,36.72,49.2,21.2561505065123,2847.82,155.791388888889
2022-07-06,2,0.755833333333333,14,47.4,18.5226019845645,2861.82,156.547222222222
2022-07-07,2,0.828611111111111,17.45,62.1,21.0593362386859,2879.27,157.375833333333
2022-07-08,2,1.25666666666667,23.47,47.2,18.6763925729442,2902.74,158.6325
2022-07-11,1,1.05861111111111,24.77,63,23.3985830490685,5721.81,309.1725
